Step,Train Accuracy,Train Loss,Step Time (s)
255,0.907,0.43142988376045405,39.757554054260254
256,0.926,0.40174044812736504,40.31479001045227
257,0.941,0.388329340166013,40.094083070755005
258,0.945,0.3873392549641254,39.14198923110962
259,0.922,0.390209214731276,39.2115478515625
260,0.908,0.3906010341515578,39.63272762298584
261,0.913,0.38698250778462473,39.01105713844299
262,0.923,0.38100311395691916,41.73041558265686
263,0.941,0.3750154982055979,39.41700100898743
264,0.949,0.3704798189751616,38.42512392997742
265,0.953,0.3675824763983646,40.721766233444214
266,0.953,0.3656888129498329,38.16055631637573
267,0.955,0.36401741770510554,40.69845795631409
268,0.96,0.3620794272354103,39.3163788318634
269,0.968,0.3597647197474111,40.49561619758606
270,0.976,0.3572028070810162,37.120723724365234
271,0.98,0.354588492899627,42.00436043739319
272,0.981,0.3520658720402869,38.02004623413086
273,0.984,0.34970613996846045,39.5487756729126
274,0.988,0.3475198210228796,40.12287163734436
275,0.99,0.34550693234729396,39.88661789894104
276,0.99,0.34364242148599156,38.88213610649109
277,0.989,0.34192830116832945,38.83313751220703
278,0.987,0.34031750402087907,39.39393711090088
279,0.988,0.3388687174930036,42.70239567756653
280,0.987,0.3376859504318224,47.64029097557068
281,0.99,0.3376145617247008,45.23128604888916
282,0.977,0.34129081545574536,43.5102059841156
283,0.982,0.3609825624888852,39.145917654037476
284,0.834,0.4281324424390336,37.04135537147522
285,0.942,0.6826538823650434,39.72331213951111
286,0.822,0.7219162501520615,38.824931383132935
287,0.871,0.7635294591872286,41.5596604347229
288,0.903,0.4590844370390806,39.2603759765625
289,0.915,0.4291579656322045,38.303268909454346
290,0.94,0.38408491164774916,40.69383478164673
291,0.95,0.36165472318662945,38.23408579826355
292,0.956,0.3577856644042687,39.59830927848816
293,0.941,0.3602904647188834,38.786202907562256
294,0.933,0.36108760973294984,41.610177993774414
295,0.938,0.3577203980881633,39.342652797698975
296,0.944,0.3512831140343826,38.229631185531616
297,0.959,0.3439725566338055,40.75809049606323
298,0.966,0.3375108337841059,38.21405220031738
299,0.971,0.33260874730573264,39.63480019569397
300,0.975,0.3291184040406943,38.73503351211548
